Date,Province,Test Total Tests Conducted till date,Rapid Total Tests Conducted till date,Grand Total Tests Conducted till date,PCases Cumulative,Test Positivity Ratio,Acases Cumulative,Grand Total Cases in Last 24 hours,Grand Total Cases till date,Death Cumulative / Total Deaths,Died in Hospital On Ventilator,Died in Hospital Off Ventilator,,Fetaility Ratio,Ventilator Fetality Ratio,Clinic Total No. Of Beds Allocated for COVID Patients,Clinic Total No. of Beds with Oxygen Facility allocated for COVID Patients,Clinic Total No. Of Ventilators allocated for COVID Patients,Clinic Patients Admitted in last 24 Hours,Clinic Total No. Of COVID Patients currently Admitted,Clinic Total No of Patients Clinically Stable,Clinic On Low Flow Oxygen,Clinic On High Flow Oxygen,Clinic Total (on Oxygen),Clinic Total No. of Patients currently on Ventilator,Clinic Total No of Patients in Quarantine at Home or Elsewhere,Clinic Total Numbers Recovered and Discharged so far,DEATH_TOTAL_COL,Healtcare Stress Index,Oxygen Dependency Ratio,Recovery Velocity
18-Mar-22,Gilgit Baltistan,"222,311","26,044","248,355","10,964",4.41,698,5,"11,662",191,0,0,0,1.64,0,373,254,40,0,2,0,2,0,2,0,81,"11,388",191,0.54,100,140.59
18-Mar-22,Islamabad,"2,675,476","83,928","2,759,404","133,343",4.83,"1,587",20,"134,930","1,022",0,0,0,0.76,0,534,466,68,4,52,0,14,35,49,3,198,"133,658","1,022",9.74,94.23,675.04
18-Mar-22,KP,"3,582,705","958,212","4,540,917","185,554",4.09,"33,029",80,"218,583","6,307",0,0,0,2.89,0,"3,457","3,457",374,21,127,0,42,77,119,8,882,"211,267","6,307",3.67,93.7,239.53
18-Mar-22,Punjab,"10,438,870",0,"10,438,870","504,324",4.83,0,105,"504,324","13,547",1,0,1,2.69,1.85,"5,508","3,910",711,35,263,22,66,121,187,54,"2,555","487,959","13,547",4.77,71.1,190.98
18-Mar-22,Sindh,"8,090,836","97,051","8,187,887","570,154",6.96,"3,193",266,"573,347","8,091",0,0,0,1.41,0,"11,366","3,180",676,18,82,5,32,41,73,4,"11,397","553,777","8,091",0.72,89.02,48.59
19-Mar-22,AJK,"326,019","78,166","404,185","37,593",9.3,"5,621",5,"43,214",792,0,0,0,1.83,0,727,341,62,0,2,0,0,2,2,0,36,"42,384",792,0.28,100,1177.33
19-Mar-22,Balochistan,"450,011","83,155","533,166","34,169",6.41,"1,289",0,"35,458",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,24,"35,055",378,0.09,100,1460.63
19-Mar-22,Gilgit Baltistan,"222,446","26,200","248,646","10,966",4.41,698,2,"11,664",191,0,0,0,1.64,0,373,254,40,0,2,0,2,0,2,0,68,"11,403",191,0.54,100,167.69
19-Mar-22,Islamabad,"2,677,031","83,962","2,760,993","133,361",4.83,"1,590",21,"134,951","1,022",0,0,0,0.76,0,534,466,68,9,58,1,18,35,53,4,179,"133,692","1,022",10.86,91.38,746.88
19-Mar-22,KP,"3,587,122","960,608","4,547,730","185,588",4.08,"33,041",46,"218,629","6,307",0,0,0,2.88,0,"3,457","3,457",374,20,129,0,43,78,121,8,882,"211,311","6,307",3.73,93.8,239.58
19-Mar-22,Punjab,"10,455,399",0,"10,455,399","504,393",4.82,0,69,"504,393","13,548",0,0,1,2.69,0,"5,486","3,888",711,25,260,22,67,123,190,48,"2,471","488,114","13,548",4.74,73.08,197.54
19-Mar-22,Sindh,"8,098,338","97,051","8,195,389","570,386",6.96,"3,193",232,"573,579","8,091",0,0,0,1.41,0,"11,366","3,180",676,18,82,5,32,41,73,4,"11,606","553,800","8,091",0.72,89.02,47.72
20-Mar-22,AJK,"326,250","78,272","404,522","37,596",9.29,"5,624",6,"43,220",792,0,0,0,1.83,0,727,341,62,1,3,0,1,2,3,0,35,"42,390",792,0.41,100,1211.14
20-Mar-22,Balochistan,"450,199","83,184","533,383","34,169",6.41,"1,289",0,"35,458",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,20,"35,059",378,0.09,100,1752.95
20-Mar-22,Islamabad,"2,678,305","83,980","2,762,285","133,373",4.83,"1,590",12,"134,963","1,022",0,0,0,0.76,0,534,466,68,2,55,1,17,33,50,4,163,"133,723","1,022",10.3,90.91,820.39
20-Mar-22,KP,"3,592,492","962,297","4,554,789","185,636",4.08,"33,053",60,"218,689","6,307",0,0,0,2.88,0,"3,457","3,457",374,20,117,0,40,70,110,7,854,"211,411","6,307",3.38,94.02,247.55
20-Mar-22,Gilgit Baltistan,"222,600","26,368","248,968","10,968",4.41,698,2,"11,666",191,0,0,0,1.64,0,373,254,40,0,2,0,2,0,2,0,45,"11,428",191,0.54,100,253.96
20-Mar-22,Punjab,"10,469,721",0,"10,469,721","504,442",4.82,0,49,"504,442","13,550",,1,1,2.69,0,"5,524","3,926",711,19,268,29,70,121,191,48,"2,360","488,264","13,550",4.85,71.27,206.89
20-Mar-22,Sindh,"8,105,089","97,051","8,202,140","570,560",6.96,"3,193",174,"573,753","8,091",0,0,0,1.41,0,"11,366","3,180",676,18,82,5,32,41,73,4,"11,735","553,845","8,091",0.72,89.02,47.2
21-Mar-22,AJK,"326,388","78,334","404,722","37,596",9.29,"5,626",2,"43,222",792,0,0,0,1.83,0,727,341,62,0,3,0,1,2,3,0,31,"42,396",792,0.41,100,1367.61
21-Mar-22,Balochistan,"450,395","83,219","533,614","34,170",6.4,"1,289",1,"35,459",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,20,"35,060",378,0.09,100,1753
21-Mar-22,Islamabad,"2,679,795","84,030","2,763,825","133,382",4.83,"1,591",10,"134,973","1,022",0,0,0,0.76,0,534,466,68,2,54,0,26,26,52,2,151,"133,746","1,022",10.11,96.3,885.74
21-Mar-22,Punjab,"10,485,839",0,"10,485,839","504,507",4.81,0,65,"504,507","13,551",,1,,2.69,0,"5,529","3,926",714,28,241,17,63,118,181,43,"1,922","488,793","13,551",4.36,75.1,254.31
21-Mar-22,Gilgit Baltistan,"222,731","26,609","249,340","10,969",4.4,703,6,"11,672",191,0,0,0,1.64,0,373,254,40,0,2,0,2,0,2,0,38,"11,441",191,0.54,100,301.08
21-Mar-22,Sindh,"8,108,210","97,051","8,205,261","570,657",6.95,"3,193",97,"573,850","8,092",1,0,0,1.41,25,"11,366","3,180",676,18,82,5,32,41,73,4,"11,777","553,899","8,092",0.72,89.02,47.03
21-Mar-22,KP,"3,597,253","963,695","4,560,948","185,681",4.07,"33,055",47,"218,736","6,307",0,0,0,2.88,0,"3,457","3,457",374,20,109,0,42,60,102,7,859,"211,461","6,307",3.15,93.58,246.17
22-Mar-22,AJK,"326,700","78,456","405,156","37,599",9.28,"5,628",5,"43,227",792,0,0,0,1.83,0,727,341,62,0,2,0,0,2,2,0,28,"42,405",792,0.28,100,1514.46
22-Mar-22,Balochistan,"450,553","83,240","533,793","34,171",6.4,"1,289",1,"35,460",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,17,"35,064",378,0.09,100,2062.59
22-Mar-22,Gilgit Baltistan,"222,924","26,957","249,881","10,970",4.39,703,1,"11,673",191,0,0,0,1.64,0,373,254,40,1,3,0,3,0,3,0,33,"11,446",191,0.8,100,346.85
22-Mar-22,Islamabad,"2,681,135","84,057","2,765,192","133,399",4.82,"1,592",18,"134,991","1,022",0,0,0,0.76,0,534,466,68,1,49,0,22,25,47,2,147,"133,773","1,022",9.18,95.92,910.02
22-Mar-22,KP,"3,600,394","968,088","4,568,482","185,706",4.06,"33,071",41,"218,777","6,307",0,0,0,2.88,0,"3,457","3,457",374,20,106,0,38,61,99,7,772,"211,592","6,307",3.07,93.4,274.08
22-Mar-22,Punjab,"10,501,967",0,"10,501,967","504,577",4.8,0,70,"504,577","13,551",,,,2.69,0,"5,529","3,926",714,25,237,20,70,104,174,43,713,"490,076","13,551",4.29,73.42,687.34
22-Mar-22,Sindh,"8,116,433","97,121","8,213,554","570,964",6.95,"3,193",307,"574,157","8,092",0,0,0,1.41,0,"11,366","3,180",676,18,82,5,32,41,73,4,"5,843","560,140","8,092",0.72,89.02,95.87
23-Mar-22,AJK,"326,987","78,613","405,600","37,604",9.27,"5,633",10,"43,237",792,0,0,0,1.83,0,727,341,62,0,2,0,0,2,2,0,31,"42,412",792,0.28,100,1368.13
23-Mar-22,Balochistan,"450,708","83,273","533,981","34,171",6.4,"1,289",0,"35,460",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,11,"35,070",378,0.09,100,3188.18
23-Mar-22,Gilgit Baltistan,"223,126","27,012","250,138","10,972",4.39,703,2,"11,675",191,0,0,0,1.64,0,373,254,40,0,3,0,3,0,3,0,35,"11,446",191,0.8,100,327.03
23-Mar-22,Islamabad,"2,681,940","84,079","2,766,019","133,411",4.82,"1,592",12,"135,003","1,022",0,0,0,0.76,0,534,466,68,3,48,0,21,25,46,2,134,"133,799","1,022",8.99,95.83,998.5
23-Mar-22,KP,"3,604,978","971,192","4,576,170","185,739",4.06,"33,080",42,"218,819","6,307",0,0,0,2.88,0,"3,457","3,457",374,16,102,0,38,58,96,6,719,"211,691","6,307",2.95,94.12,294.42
23-Mar-22,Punjab,"10,518,839",0,"10,518,839","504,639",4.8,0,62,"504,639","13,551",,,,2.69,0,"5,529","3,926",714,11,230,18,63,111,174,38,756,"490,102","13,551",4.16,75.65,648.28
23-Mar-22,Sindh,"8,120,071","97,261","8,217,332","571,041",6.95,"3,198",82,"574,239","8,092",0,0,0,1.41,0,"11,366","3,180",676,18,83,6,32,41,73,4,"5,908","560,156","8,092",0.73,87.95,94.81
24-Mar-22,Gilgit Baltistan,"223,409","27,162","250,571","10,985",4.38,703,13,"11,688",191,0,0,0,1.63,0,373,254,40,0,3,0,3,0,3,0,41,"11,453",191,0.8,100,279.34
24-Mar-22,Balochistan,"450,858","83,296","534,154","34,178",6.4,"1,289",7,"35,467",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,14,"35,074",378,0.09,100,2505.29
24-Mar-22,AJK,"327,114","78,671","405,785","37,604",9.27,"5,634",1,"43,238",792,0,0,0,1.83,0,727,341,62,0,2,0,0,2,2,0,25,"42,419",792,0.28,100,1696.76
24-Mar-22,Islamabad,"2,682,848","84,104","2,766,952","133,414",4.82,"1,592",3,"135,006","1,022",0,0,0,0.76,0,534,466,68,3,48,0,28,17,45,3,117,"133,819","1,022",8.99,93.75,1143.75
24-Mar-22,KP,"3,608,606","972,582","4,581,188","185,754",4.05,"33,084",19,"218,838","6,309",1,1,0,2.88,16.67,"3,457","3,457",374,15,100,0,39,55,94,6,711,"211,718","6,309",2.89,94,297.77
24-Mar-22,Punjab,"10,534,918",0,"10,534,918","504,697",4.79,0,58,"504,697","13,551",,,,2.68,0,"5,514","3,911",714,25,237,20,70,104,174,43,831,"490,078","13,551",4.3,73.42,589.74
24-Mar-22,Sindh,"8,126,939","97,362","8,224,301","571,268",6.95,"3,199",228,"574,467","8,093",1,0,0,1.41,50,"11,366","3,180",676,15,75,0,30,43,73,2,"6,142","560,157","8,093",0.66,97.33,91.2
25-Mar-22,AJK,"327,252","78,806","406,058","37,604",9.26,"5,635",1,"43,239",792,0,0,0,1.83,0,727,341,62,0,2,0,1,1,2,0,22,"42,423",792,0.28,100,1928.32
25-Mar-22,Balochistan,"451,030","83,354","534,384","34,179",6.4,"1,289",1,"35,468",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,12,"35,077",378,0.09,100,2923.08
25-Mar-22,Gilgit Baltistan,"223,698","27,247","250,945","10,990",4.38,703,5,"11,693",191,0,0,0,1.63,0,373,254,40,2,5,0,5,0,5,0,44,"11,453",191,1.34,100,260.3
25-Mar-22,Islamabad,"2,684,173","84,123","2,768,296","133,424",4.82,"1,592",10,"135,016","1,022",0,0,0,0.76,0,534,466,68,17,56,1,35,18,53,2,99,"133,839","1,022",10.49,94.64,1351.91
25-Mar-22,KP,"3,612,745","977,020","4,589,765","185,767",4.05,"33,093",22,"218,860","6,312",0,3,0,2.88,0,"3,457","3,457",374,24,111,0,50,54,104,7,520,"211,917","6,312",3.21,93.69,407.53
25-Mar-22,Punjab,"10,551,378",0,"10,551,378","504,765",4.78,0,68,"504,765","13,551",0,0,0,2.68,0,"5,392","3,804",709,28,226,24,57,111,168,34,772,"490,216","13,551",4.19,74.34,634.99
25-Mar-22,Sindh,"8,130,011","97,449","8,227,460","571,349",6.94,"3,200",82,"574,549","8,094",1,0,0,1.41,50,"11,366","3,180",676,14,75,0,30,43,73,2,"6,220","560,160","8,094",0.66,97.33,90.06
26-Mar-22,AJK,"327,454","78,874","406,328","37,607",9.26,"5,637",5,"43,244",792,0,0,0,1.83,0,727,341,62,0,2,0,1,1,2,0,24,"42,426",792,0.28,100,1767.75
26-Mar-22,Balochistan,"451,173","83,397","534,570","34,180",6.39,"1,289",1,"35,469",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,11,"35,079",378,0.09,100,3189
26-Mar-22,Gilgit Baltistan,"223,821","27,303","251,124","10,992",4.38,703,2,"11,695",191,0,0,0,1.63,0,373,254,40,0,4,0,4,0,4,0,47,"11,453",191,1.07,100,243.68
26-Mar-22,Islamabad,"2,685,651","84,167","2,769,818","133,431",4.82,"1,592",7,"135,023","1,023",1,0,0,0.76,50,534,466,68,4,50,1,28,19,47,2,89,"133,861","1,023",9.36,94,1504.06
26-Mar-22,KP,"3,616,054","979,363","4,595,417","185,794",4.04,"33,104",38,"218,898","6,315",0,3,0,2.88,0,"3,457","3,457",374,24,105,0,50,48,98,7,481,"211,997","6,315",3.04,93.33,440.74
26-Mar-22,Punjab,"10,568,417",0,"10,568,417","504,841",4.78,0,76,"504,841","13,551",0,0,0,2.68,0,"5,363","3,796",698,21,207,15,53,108,161,31,759,"490,324","13,551",3.86,77.78,646.01
26-Mar-22,Sindh,"8,137,125","97,449","8,234,574","571,530",6.94,"3,200",181,"574,730","8,095",1,0,0,1.41,50,"11,366","3,180",676,14,75,0,30,43,73,2,"6,384","560,176","8,095",0.66,97.33,87.75
27-Mar-22,AJK,"327,684","78,951","406,635","37,609",9.25,"5,640",5,"43,249",792,0,0,0,1.83,0,727,341,62,0,2,0,1,1,2,0,26,"42,429",792,0.28,100,1631.88
27-Mar-22,Balochistan,"451,369","83,414","534,783","34,180",6.39,"1,289",0,"35,469",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,10,"35,080",378,0.09,100,3508
27-Mar-22,Gilgit Baltistan,"224,024","27,377","251,401","10,993",4.37,703,1,"11,696",191,0,0,0,1.63,0,373,254,40,0,4,0,4,0,4,0,48,"11,453",191,1.07,100,238.6
27-Mar-22,Islamabad,"2,687,040","84,185","2,771,225","133,444",4.82,"1,594",15,"135,038","1,023",0,0,0,0.76,0,534,466,68,2,47,1,26,18,44,2,85,"133,883","1,023",8.8,93.62,1575.09
27-Mar-22,KP,"3,620,696","982,288","4,602,984","185,820",4.04,"33,117",39,"218,937","6,315",0,0,0,2.88,0,"3,457","3,457",374,21,102,0,45,50,95,7,517,"212,003","6,315",2.95,93.14,410.06
27-Mar-22,Punjab,"10,583,164",0,"10,583,164","504,894",4.77,0,53,"504,894","13,552",0,1,0,2.68,0,"5,363","3,796",698,8,205,15,51,105,156,34,736,"490,401","13,552",3.82,76.1,666.31
27-Mar-22,Sindh,"8,140,766","97,449","8,238,215","571,603",6.94,"3,200",73,"574,803","8,095",0,0,0,1.41,0,"11,366","3,180",676,14,75,0,30,43,73,2,"6,456","560,177","8,095",0.66,97.33,86.77
28-Mar-22,AJK,"327,822","79,024","406,846","37,614",9.25,"5,640",5,"43,254",792,0,0,0,1.83,0,727,341,62,4,6,0,4,2,6,0,24,"42,432",792,0.83,100,1768
28-Mar-22,Balochistan,"451,525","83,415","534,940","34,182",6.39,"1,289",2,"35,471",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,12,"35,080",378,0.09,100,2923.33
28-Mar-22,Gilgit Baltistan,"224,138","27,429","251,567","10,996",4.37,703,3,"11,699",191,0,0,0,1.63,0,373,254,40,0,2,0,2,0,2,0,50,"11,456",191,0.54,100,229.12
28-Mar-22,Islamabad,"2,688,085","84,194","2,772,279","133,453",4.81,"1,595",10,"135,048","1,023",0,0,0,0.76,0,534,466,68,2,46,1,23,19,42,3,86,"133,893","1,023",8.61,91.3,1556.9
28-Mar-22,KP,"3,623,539","983,653","4,607,192","185,843",4.03,"33,125",31,"218,968","6,315",0,0,0,2.88,0,"3,457","3,457",374,17,100,0,49,43,92,8,537,"212,016","6,315",2.89,92,394.82
28-Mar-22,Sindh,"8,145,959","97,497","8,243,456","571,788",6.94,"3,201",186,"574,989","8,095",0,0,0,1.41,0,"11,366","3,180",676,11,73,0,24,39,63,10,"6,644","560,177","8,095",0.64,86.3,84.31
28-Mar-22,Punjab,"10,599,173",0,"10,599,173","504,926",4.76,0,32,"504,926","13,553",0,1,,2.68,0,"5,458","3,873",707,29,220,15,55,114,169,36,734,"490,419","13,553",4.03,76.82,668.15
29-Mar-22,AJK,"327,967","79,191","407,158","37,619",9.24,"5,642",7,"43,261",792,0,0,0,1.83,0,727,341,62,0,4,0,2,2,4,0,25,"42,440",792,0.55,100,1697.6
29-Mar-22,Balochistan,"451,650","83,526","535,176","34,182",6.39,"1,289",0,"35,471",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,7,"35,085",378,0.09,100,5012.14
29-Mar-22,KP,"3,626,082","986,502","4,612,584","185,855",4.03,"33,133",20,"218,988","6,316",0,1,0,2.88,0,"3,457","3,457",374,21,105,0,48,47,95,10,489,"212,078","6,316",3.04,90.48,433.7
29-Mar-22,Gilgit Baltistan,"224,317","27,483","251,800","10,997",4.37,703,1,"11,700",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,52,"11,456",191,0.27,100,220.31
29-Mar-22,Islamabad,"2,689,486","84,220","2,773,706","133,463",4.81,"1,595",10,"135,058","1,023",0,0,0,0.76,0,534,466,68,11,51,0,31,17,48,3,77,"133,907","1,023",9.55,94.12,1739.05
29-Mar-22,Punjab,"10,614,394",0,"10,614,394","504,962",4.76,0,36,"504,962","13,554",0,1,0,2.68,0,"5,499","3,793",718,22,210,13,59,100,159,38,769,"490,429","13,554",3.82,75.71,637.75
29-Mar-22,Sindh,"8,150,630","97,497","8,248,127","571,908",6.93,"3,201",120,"575,109","8,095",0,0,0,1.41,0,"11,366","3,180",676,10,73,0,24,39,63,10,"6,727","560,214","8,095",0.64,86.3,83.28
30-Mar-22,AJK,"328,109","79,331","407,440","37,619",9.23,"5,642",0,"43,261",792,0,0,0,1.83,0,727,341,62,1,4,1,2,1,3,0,21,"42,444",792,0.55,75,2021.14
30-Mar-22,Balochistan,"451,812","83,541","535,353","34,183",6.39,"1,289",1,"35,472",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,5,"35,088",378,0.09,100,7017.6
30-Mar-22,Gilgit Baltistan,"224,455","27,578","252,033","10,999",4.36,703,2,"11,702",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,29,"11,481",191,0.27,100,395.9
30-Mar-22,Islamabad,"2,691,460","84,251","2,775,711","133,476",4.81,"1,596",14,"135,072","1,023",0,0,0,0.76,0,534,466,68,5,53,0,29,19,48,5,76,"133,920","1,023",9.93,90.57,1762.11
30-Mar-22,KP,"3,630,422","989,197","4,619,619","185,876",4.02,"33,150",38,"219,026","6,319",0,2,1,2.89,0,"3,457","3,457",374,12,95,0,44,43,87,8,497,"212,115","6,319",2.75,91.58,426.79
30-Mar-22,Punjab,"10,629,548",0,"10,629,548","505,003",4.75,0,41,"505,003","13,556",1,1,0,2.68,2.5,"5,491","3,893",710,16,218,12,58,108,166,40,793,"490,436","13,556",3.97,76.15,618.46
30-Mar-22,Sindh,"8,155,221","97,645","8,252,866","572,052",6.93,"3,205",148,"575,257","8,096",0,1,0,1.41,0,"11,366","3,180",676,14,80,0,31,42,73,7,"6,830","560,251","8,096",0.7,91.25,82.03
31-Mar-22,AJK,"328,287","79,446","407,733","37,626",9.23,"5,643",8,"43,269",792,0,0,0,1.83,0,727,341,62,0,4,0,3,1,4,0,25,"42,448",792,0.55,100,1697.92
31-Mar-22,Balochistan,"451,974","83,659","535,633","34,185",6.38,"1,289",2,"35,474",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,7,"35,088",378,0.09,100,5012.57
31-Mar-22,Gilgit Baltistan,"224,686","27,856","252,542","11,000",4.36,708,6,"11,708",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,35,"11,481",191,0.27,100,328.03
31-Mar-22,Islamabad,"2,693,049","84,296","2,777,345","133,479",4.81,"1,596",3,"135,075","1,023",0,0,0,0.76,0,534,466,68,8,23,0,2,17,19,4,97,"133,932","1,023",4.31,82.61,1380.74
31-Mar-22,KP,"3,635,702","991,330","4,627,032","185,899",4.02,"33,163",36,"219,062","6,321",0,2,0,2.89,0,"3,457","3,457",374,15,89,0,40,41,81,8,525,"212,127","6,321",2.57,91.01,404.05
31-Mar-22,Punjab,"10,644,551",0,"10,644,551","505,054",4.74,0,51,"505,054","13,557",0,1,0,2.68,0,"5,491","3,893",710,16,225,20,60,105,165,40,816,"490,456","13,557",4.1,73.33,601.05
31-Mar-22,Sindh,"8,159,404","97,645","8,257,049","572,126",6.93,"3,205",74,"575,331","8,097",1,0,0,1.41,14.29,"11,366","3,180",676,12,80,0,31,42,73,7,"6,762","560,392","8,097",0.7,91.25,82.87
1-Apr-22,AJK,"328,431","79,596","408,027","37,629",9.22,"5,645",5,"43,274",792,0,0,0,1.83,0,727,341,62,0,2,0,1,1,2,0,27,"42,453",792,0.28,100,1572.33
1-Apr-22,Balochistan,"452,227","83,710","535,937","34,186",6.38,"1,289",1,"35,475",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,7,"35,089",378,0.09,100,5012.71
1-Apr-22,Gilgit Baltistan,"224,915","27,926","252,841","11,000",4.35,708,0,"11,708",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,35,"11,481",191,0.27,100,328.03
1-Apr-22,Islamabad,"2,694,200","84,329","2,778,529","133,487",4.8,"1,596",8,"135,083","1,023",0,0,0,0.76,0,534,466,68,3,22,0,0,19,19,3,96,"133,942","1,023",4.12,86.36,1395.23
1-Apr-22,KP,"3,639,725","993,046","4,632,771","185,917",4.01,"33,164",19,"219,081","6,322",0,1,0,2.89,0,"3,457","3,457",374,5,82,0,43,33,76,6,525,"212,152","6,322",2.37,92.68,404.1
1-Apr-22,Punjab,"10,659,688",0,"10,659,688","505,087",4.74,0,33,"505,087","13,557",0,0,0,2.68,0,"5,491","3,893",710,22,198,12,56,102,158,28,870,"490,462","13,557",3.61,79.8,563.75
1-Apr-22,Sindh,"8,165,623","97,645","8,263,268","572,268",6.93,"3,205",142,"575,473","8,097",0,0,0,1.41,0,"11,366","3,180",676,11,80,0,31,42,73,7,"6,879","560,417","8,097",0.7,91.25,81.47
2-Apr-22,AJK,"328,563","79,731","408,294","37,631",9.22,"5,645",2,"43,276",792,0,0,0,1.83,0,727,341,62,1,3,0,2,1,3,0,25,"42,456",792,0.41,100,1698.24
2-Apr-22,Balochistan,"452,379","83,750","536,129","34,186",6.38,"1,290",1,"35,476",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,8,"35,089",378,0.09,100,4386.13
2-Apr-22,Gilgit Baltistan,"225,129","28,206","253,335","11,002",4.34,708,2,"11,710",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,37,"11,481",191,0.27,100,310.3
2-Apr-22,Islamabad,"2,695,415","84,374","2,779,789","133,492",4.8,"1,596",5,"135,088","1,023",0,0,0,0.76,0,534,466,68,4,24,0,2,19,21,3,89,"133,952","1,023",4.49,87.5,1505.08
2-Apr-22,KP,"3,642,947","995,289","4,638,236","185,933",4.01,"33,173",25,"219,106","6,322",0,0,0,2.89,0,"3,457","3,457",374,14,79,0,39,34,73,6,510,"212,195","6,322",2.29,92.41,416.07
2-Apr-22,Punjab,"10,673,958",0,"10,673,958","505,127",4.73,0,40,"505,127","13,558",0,1,0,2.68,0,"5,478","3,884",710,31,195,18,55,90,145,32,881,"490,493","13,558",3.56,74.36,556.75
2-Apr-22,Sindh,"8,173,842","97,645","8,271,487","572,478",6.92,"3,205",210,"575,683","8,097",0,0,0,1.41,0,"11,366","3,180",676,11,80,0,31,42,73,7,"7,059","560,447","8,097",0.7,91.25,79.39
3-Apr-22,AJK,"328,683","79,798","408,481","37,632",9.21,"5,645",1,"43,277",792,0,0,0,1.83,0,727,341,62,0,3,0,2,1,3,0,24,"42,458",792,0.41,100,1769.08
3-Apr-22,Balochistan,"452,461","83,797","536,258","34,186",6.37,"1,290",0,"35,476",378,0,0,0,1.07,0,"1,103",827,82,0,1,0,0,1,1,0,7,"35,090",378,0.09,100,5012.86
3-Apr-22,Gilgit Baltistan,"225,286","28,351","253,637","11,006",4.34,708,4,"11,714",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,41,"11,481",191,0.27,100,280.02
3-Apr-22,Islamabad,"2,696,721","84,393","2,781,114","133,497",4.8,"1,596",5,"135,093","1,023",0,0,0,0.76,0,534,466,68,1,18,0,1,14,15,3,91,"133,961","1,023",3.37,83.33,1472.1
3-Apr-22,KP,"3,645,684","996,810","4,642,494","185,950",4.01,"33,181",25,"219,131","6,322",0,0,0,2.89,0,"3,457","3,457",374,4,65,0,31,28,59,6,504,"212,240","6,322",1.88,90.77,421.11
3-Apr-22,Punjab,"10,687,501",0,"10,687,501","505,148",4.73,0,21,"505,148","13,558",,,,2.68,0,"5,478","3,884",710,18,185,33,35,85,120,32,891,"490,514","13,558",3.38,64.86,550.52
3-Apr-22,Sindh,"8,177,363","97,645","8,275,008","572,576",6.92,"3,205",98,"575,781","8,097",0,0,0,1.41,0,"11,366","3,180",676,10,80,0,31,42,73,7,"7,157","560,447","8,097",0.7,91.25,78.31
4-Apr-22,AJK,"328,779","79,840","408,619","37,635",9.21,"5,645",3,"43,280",792,0,0,0,1.83,0,727,341,62,0,3,2,0,1,1,0,23,"42,462",792,0.41,33.33,1846.17
4-Apr-22,Balochistan,"452,595","83,819","536,414","34,187",6.37,"1,291",2,"35,478",378,0,0,0,1.07,0,"1,103",827,82,0,0,0,0,0,0,0,8,"35,092",378,0,0,4386.5
4-Apr-22,Gilgit Baltistan,"225,354","28,580","253,934","11,006",4.33,708,0,"11,714",191,0,0,0,1.63,0,373,254,40,0,1,0,1,0,1,0,30,"11,492",191,0.27,100,383.07
4-Apr-22,Islamabad,"2,697,555","84,414","2,781,969","133,503",4.8,"1,596",6,"135,099","1,023",0,0,0,0.76,0,534,466,68,0,18,0,2,13,15,3,85,"133,973","1,023",3.37,83.33,1576.15
4-Apr-22,KP,"3,647,585","998,275","4,645,860","185,961",4,"33,185",15,"219,146","6,322",0,0,0,2.88,0,"3,457","3,457",374,12,63,0,29,28,57,6,510,"212,251","6,322",1.82,90.48,416.18
4-Apr-22,Punjab,"10,702,731",0,"10,702,731","505,186",4.72,0,38,"505,186","13,558",,,,2.68,0,"5,384","3,820",680,10,168,10,50,83,133,25,925,"490,535","13,558",3.12,79.17,530.31
4-Apr-22,Sindh,"8,180,288","97,672","8,277,960","572,667",6.92,"3,205",91,"575,872","8,097",0,0,0,1.41,0,"11,366","3,180",676,10,80,0,31,42,73,7,"7,248","560,447","8,097",0.7,91.25,77.32
5-Apr-22,AJK,"328,907","79,947","408,854","37,636",9.21,"5,645",1,"43,281",792,0,0,0,1.83,0,727,341,62,0,2,1,0,1,1,0,21,"42,466",792,0.28,50,2022.19
