Date,Province,Test Total Tests Conducted till date,Rapid Total Tests Conducted till date,Grand Total Tests Conducted till date,PCases Cumulative,Test Positivity Ratio,Acases Cumulative,Grand Total Cases in Last 24 hours,Grand Total Cases till date,Death Cumulative / Total Deaths,Died in Hospital On Ventilator,Died in Hospital Off Ventilator,,Fetaility Ratio,Ventilator Fetality Ratio,Clinic Total No. Of Beds Allocated for COVID Patients,Clinic Total No. of Beds with Oxygen Facility allocated for COVID Patients,Clinic Total No. Of Ventilators allocated for COVID Patients,Clinic Patients Admitted in last 24 Hours,Clinic Total No. Of COVID Patients currently Admitted,Clinic Total No of Patients Clinically Stable,Clinic On Low Flow Oxygen,Clinic On High Flow Oxygen,Clinic Total (on Oxygen),Clinic Total No. of Patients currently on Ventilator,Clinic Total No of Patients in Quarantine at Home or Elsewhere,Clinic Total Numbers Recovered and Discharged so far,DEATH_TOTAL_COL,Healtcare Stress Index,Oxygen Dependency Ratio,Recovery Velocity
15-Feb-21,Gilgit Baltistan,"81,994",978,"82,972","4,937",5.95,4,1,"4,941",102,0,0,0,2.06,0,343,171,40,0,5,0,3,2,5,0,26,"4,808",102,1.46,100,184.92
15-Feb-21,Islamabad,"1,045,682","13,235","1,058,917","42,764",4.04,44,120,"42,808",486,0,0,0,1.14,0,668,564,81,25,142,13,61,43,104,25,"1,316","40,864",486,21.26,73.24,31.05
15-Feb-21,KP,"998,560","49,927","1,048,487","68,526",6.54,"1,359",106,"69,885","2,000",1,4,0,2.86,3.03,"1,970","1,970",323,31,407,0,110,264,374,33,"1,685","65,794","2,000",20.66,91.89,39.05
15-Feb-21,Punjab,"3,124,308",0,"3,124,308","164,696",5.27,0,428,"164,696","5,084",6,25,2,3.09,4.26,"8,261","3,744",665,72,"1,016",376,243,256,499,141,"6,270","152,325","5,084",12.3,49.11,24.29
15-Feb-21,Sindh,"2,880,838","2,431","2,883,269","254,015",8.81,1,254,"254,016","4,226",4,0,3,1.66,7.14,"11,366","3,216",664,16,493,57,116,264,380,56,"13,443","235,854","4,226",4.34,77.08,17.54
16-Feb-21,AJK,"116,113",0,"116,113","9,562",8.24,0,30,"9,562",284,0,1,0,2.97,0,727,341,53,7,42,6,7,29,36,0,445,"8,791",284,5.78,85.71,19.76
16-Feb-21,Balochistan,"184,906",0,"184,906","18,954",10.25,0,8,"18,954",199,0,0,0,1.05,0,"1,103",827,82,0,1,0,0,1,1,0,87,"18,667",199,0.09,100,214.56
16-Feb-21,Gilgit Baltistan,"82,310","1,039","83,349","4,939",5.93,4,2,"4,943",102,0,0,0,2.06,0,343,171,40,0,5,0,3,2,5,0,24,"4,812",102,1.46,100,200.5
16-Feb-21,Islamabad,"1,050,648","13,264","1,063,912","42,877",4.03,44,113,"42,921",486,0,0,0,1.13,0,668,564,81,16,141,11,48,55,103,27,"1,378","40,923",486,21.11,73.05,29.7
16-Feb-21,KP,"1,004,313","50,769","1,055,082","68,733",6.51,"1,390",238,"70,123","2,007",5,2,0,2.86,15.63,"1,954","1,954",313,22,396,0,106,258,364,32,"1,737","65,984","2,007",20.27,91.92,37.99
16-Feb-21,Punjab,"3,135,083",0,"3,135,083","165,200",5.27,0,504,"165,200","5,114",9,20,1,3.1,6.98,"8,261","3,744",665,112,"1,034",379,273,253,526,129,"6,193","152,869","5,114",12.52,50.87,24.68
16-Feb-21,Sindh,"2,890,342","2,431","2,892,773","254,285",8.79,1,270,"254,286","4,244",11,0,7,1.67,18.64,"11,366","3,216",664,18,494,55,112,268,380,59,"13,031","236,499","4,244",4.35,76.92,18.15
17-Feb-21,AJK,"116,787",0,"116,787","9,629",8.24,0,67,"9,629",284,0,0,0,2.95,0,727,341,53,10,50,8,9,33,42,0,464,"8,831",284,6.88,84,19.03
17-Feb-21,Balochistan,"185,502",0,"185,502","18,958",10.22,0,4,"18,958",199,0,0,0,1.05,0,"1,103",827,82,0,1,0,0,1,1,0,90,"18,668",199,0.09,100,207.42
17-Feb-21,Gilgit Baltistan,"82,649","1,055","83,704","4,941",5.9,4,2,"4,945",102,0,0,0,2.06,0,343,171,40,0,5,0,3,2,5,0,25,"4,813",102,1.46,100,192.52
17-Feb-21,Islamabad,"1,055,404","13,291","1,068,695","42,983",4.02,46,108,"43,029",487,0,1,0,1.13,0,668,564,81,18,139,11,54,48,102,26,"1,373","41,030",487,20.81,73.38,29.88
17-Feb-21,KP,"1,010,665","51,592","1,062,257","68,896",6.49,"1,410",183,"70,306","2,015",3,5,0,2.87,10,"1,954","1,954",313,35,395,0,109,256,365,30,"1,657","66,240","2,015",20.21,92.41,39.98
17-Feb-21,Punjab,"3,147,352",0,"3,147,352","165,716",5.27,0,516,"165,716","5,138",4,18,2,3.1,3.13,"8,261","3,744",665,81,"1,047",375,281,263,544,128,"5,886","153,644","5,138",12.67,51.96,26.1
17-Feb-21,Sindh,"2,901,033","2,431","2,903,464","254,677",8.77,1,392,"254,678","4,263",17,0,2,1.67,30.36,"11,366","3,216",664,15,474,51,110,257,367,56,"12,570","237,371","4,263",4.17,77.43,18.88
18-Feb-21,AJK,"117,551",0,"117,551","9,673",8.23,0,44,"9,673",285,0,0,1,2.95,0,727,341,53,7,47,10,9,28,37,0,476,"8,865",285,6.46,78.72,18.62
18-Feb-21,Balochistan,"186,227",0,"186,227","18,967",10.18,0,9,"18,967",199,0,0,0,1.05,0,"1,103",827,82,0,1,0,0,1,1,0,92,"18,675",199,0.09,100,202.99
18-Feb-21,Gilgit Baltistan,"83,028","1,143","84,171","4,943",5.87,4,2,"4,947",102,0,0,0,2.06,0,343,171,40,0,5,0,3,2,5,0,24,"4,816",102,1.46,100,200.67
18-Feb-21,Islamabad,"1,058,841","13,310","1,072,151","43,099",4.02,46,116,"43,145",488,0,1,0,1.13,0,668,564,81,19,140,13,54,45,99,28,"1,378","41,139",488,20.96,70.71,29.85
18-Feb-21,KP,"1,016,249","52,438","1,068,687","69,053",6.46,"1,440",187,"70,493","2,020",3,3,0,2.87,9.68,"1,954","1,954",313,24,388,0,114,243,357,31,"1,694","66,391","2,020",19.86,92.01,39.19
18-Feb-21,Punjab,"3,159,401",0,"3,159,401","166,242",5.26,0,526,"166,242","5,166",7,21,0,3.11,5.51,"8,261","3,744",665,40,"1,034",372,272,263,535,127,"6,118","153,924","5,166",12.52,51.74,25.16
18-Feb-21,Sindh,"2,911,896","2,431","2,914,327","255,038",8.75,1,361,"255,039","4,267",4,0,0,1.67,7.27,"11,366","3,216",664,14,455,49,100,251,351,55,"12,287","238,030","4,267",4,77.14,19.37
19-Feb-21,AJK,"118,064",0,"118,064","9,718",8.23,0,45,"9,718",286,0,1,0,2.94,0,727,341,53,4,45,8,8,29,37,0,488,"8,899",286,6.19,82.22,18.24
19-Feb-21,Balochistan,"186,731",0,"186,731","18,972",10.16,0,5,"18,972",199,0,0,0,1.05,0,"1,103",827,82,0,1,0,0,1,1,0,83,"18,689",199,0.09,100,225.17
19-Feb-21,Gilgit Baltistan,"83,598","1,143","84,741","4,947",5.84,4,4,"4,951",102,0,0,0,2.06,0,343,171,40,0,5,0,3,2,5,0,23,"4,821",102,1.46,100,209.61
19-Feb-21,Islamabad,"1,063,962","13,331","1,077,293","43,235",4.01,47,137,"43,282",488,0,0,0,1.13,0,668,564,81,10,142,17,53,45,98,27,"1,449","41,203",488,21.26,69.01,28.44
19-Feb-21,KP,"1,022,585","53,370","1,075,955","69,242",6.44,"1,474",223,"70,716","2,027",1,6,0,2.87,3.57,"1,954","1,954",313,25,370,0,104,238,342,28,"1,795","66,524","2,027",18.94,92.43,37.06
19-Feb-21,Punjab,"3,175,531",0,"3,175,531","166,777",5.25,0,535,"166,777","5,185",4,15,0,3.11,3.05,"8,261","3,744",665,60,"1,046",374,255,286,541,131,"5,978","154,568","5,185",12.66,51.72,25.86
19-Feb-21,Sindh,"2,924,101","2,431","2,926,532","255,429",8.73,1,391,"255,430","4,276",8,0,1,1.67,14.81,"11,366","3,216",664,13,441,47,94,246,340,54,"12,215","238,498","4,276",3.88,77.1,19.53
20-Feb-21,AJK,"118,845",0,"118,845","9,777",8.23,0,59,"9,777",288,0,2,0,2.95,0,727,341,53,9,51,11,8,32,40,0,500,"8,938",288,7.02,78.43,17.88
